month,duration,pdays,cons.conf.idx,euribor3m,nr.employed
1,21,999,-46.2,1.244,5099.1
2,102,999,-41.8,4.8660000000000005,5228.1
6,145,999,-42.0,4.191,5195.8
3,126,999,-42.7,4.957,5228.1
3,107,999,-42.7,4.963,5228.1
4,97,999,-36.1,4.968,5228.1
1,62,999,-46.2,1.266,5099.1
4,292,999,-36.1,4.963,5228.1
9,118,999,-47.1,1.3840000000000001,5099.1
6,75,999,-42.0,4.021,5195.8
1,379,999,-36.4,4.855,5191.0
4,81,999,-36.1,4.967,5228.1
4,547,999,-36.1,4.967,5228.1
8,76,999,-50.0,1.811,5099.1
4,576,999,-36.1,4.9639999999999995,5228.1
3,184,999,-42.7,4.962,5228.1
2,590,999,-41.8,4.959,5228.1
5,845,999,-26.9,0.742,5017.5
1,28,999,-46.2,1.25,5099.1
1,152,999,-46.2,1.281,5099.1
1,143,999,-36.4,4.857,5191.0
6,199,999,-42.0,4.021,5195.8
1,473,999,-46.2,1.3130000000000002,5099.1
2,1045,999,-41.8,4.864,5228.1
1,167,999,-46.2,1.281,5099.1
1,293,999,-36.4,4.857,5191.0
2,134,999,-41.8,4.961,5228.1
2,332,999,-41.8,4.961,5228.1
2,67,999,-41.8,4.961,5228.1
6,114,999,-42.0,4.021,5195.8
1,139,999,-46.2,1.334,5099.1
4,81,999,-36.1,4.9639999999999995,5228.1
3,305,999,-42.7,4.961,5228.1
2,247,999,-40.8,1.268,5076.2
1,217,999,-46.2,1.291,5099.1
3,141,999,-42.7,4.962,5228.1
1,283,999,-46.2,1.266,5099.1
1,282,999,-46.2,1.27,5099.1
1,68,6,-46.2,1.344,5099.1
10,252,3,-37.5,0.883,4963.6
4,160,999,-36.1,4.965,5228.1
1,763,999,-36.4,4.857,5191.0
9,71,999,-47.1,1.41,5099.1
9,1285,999,-47.1,1.41,5099.1
1,213,999,-46.2,1.264,5099.1
2,149,3,-40.8,1.268,5076.2
6,115,999,-42.0,4.191,5195.8
4,85,999,-36.1,4.9639999999999995,5228.1
4,175,999,-36.1,4.9639999999999995,5228.1
9,189,999,-47.1,1.365,5099.1
3,199,999,-42.7,4.962,5228.1
3,115,999,-42.7,4.961,5228.1
2,202,999,-41.8,4.8660000000000005,5228.1
3,122,999,-42.7,4.962,5228.1
1,216,999,-36.4,4.859,5191.0
2,132,999,-40.8,1.262,5076.2
3,157,999,-42.7,4.955,5228.1
3,131,999,-42.7,4.957,5228.1
2,64,999,-40.8,1.262,5076.2
4,499,999,-36.1,4.967,5228.1
3,89,999,-42.7,4.962,5228.1
10,210,999,-37.5,0.88,4963.6
4,190,999,-36.1,4.9639999999999995,5228.1
2,64,999,-41.8,4.967,5228.1
3,60,999,-42.7,4.968,5228.1
4,40,999,-36.1,4.963,5228.1
5,120,6,-26.9,0.728,5017.5
1,346,999,-46.2,1.334,5099.1
2,47,999,-41.8,4.961,5228.1
1,795,999,-36.4,4.8580000000000005,5191.0
4,59,999,-36.1,4.963,5228.1
4,239,999,-36.1,4.963,5228.1
9,346,999,-47.1,1.41,5099.1
1,303,999,-36.4,4.8580000000000005,5191.0
1,73,999,-46.2,1.25,5099.1
1,137,999,-46.2,1.281,5099.1
3,543,999,-42.7,4.96,5228.1
1,242,999,-36.4,4.857,5191.0
2,87,999,-41.8,4.864,5228.1
2,322,999,-41.8,4.947,5228.1
3,179,999,-42.7,4.962,5228.1
4,433,999,-36.1,4.966,5228.1
1,76,3,-46.2,1.354,5099.1
6,330,999,-50.8,1.046,4963.6
1,363,999,-36.4,4.857,5191.0
3,136,999,-42.7,4.962,5228.1
6,86,999,-42.0,4.0760000000000005,5195.8
1,503,999,-46.2,1.2990000000000002,5099.1
1,299,999,-36.4,4.857,5191.0
8,254,999,-34.8,0.639,5008.7
3,164,999,-42.7,4.963,5228.1
1,172,999,-36.4,4.8580000000000005,5191.0
1,129,999,-46.2,1.281,5099.1
2,96,999,-40.8,1.262,5076.2
9,225,999,-47.1,1.405,5099.1
9,382,999,-47.1,1.405,5099.1
1,83,999,-36.4,4.857,5191.0
3,210,999,-40.3,0.8270000000000001,4991.6
9,207,999,-47.1,1.405,5099.1
1,34,999,-36.4,4.857,5191.0
1,55,999,-36.4,4.857,5191.0
4,125,999,-36.1,4.967,5228.1
6,72,999,-42.0,4.021,5195.8
4,224,999,-36.1,4.963,5228.1
1,182,999,-36.4,4.86,5191.0
3,659,999,-42.7,4.961,5228.1
3,354,999,-42.7,4.96,5228.1
1,133,999,-36.4,4.86,5191.0
9,968,5,-47.1,1.365,5099.1
2,307,999,-41.8,4.958,5228.1
4,290,4,-31.4,0.884,5076.2
2,380,999,-39.8,0.713,4991.6
10,216,6,-37.5,0.879,4963.6
2,127,999,-41.8,4.958,5228.1
2,144,999,-41.8,4.96,5228.1
4,245,999,-36.1,4.963,5228.1
2,188,999,-41.8,4.961,5228.1
6,131,999,-42.0,4.1530000000000005,5195.8
4,1344,999,-36.1,4.966,5228.1
3,92,999,-42.7,4.968,5228.1
1,138,999,-46.2,1.3130000000000002,5099.1
1,42,999,-46.2,1.266,5099.1
1,171,999,-46.2,1.3130000000000002,5099.1
9,505,999,-47.1,1.405,5099.1
1,322,999,-36.4,4.857,5191.0
2,291,999,-41.8,4.961,5228.1
4,1123,999,-36.1,4.9639999999999995,5228.1
6,123,999,-42.0,4.0760000000000005,5195.8
4,89,999,-31.4,0.8540000000000001,5076.2
1,48,999,-46.2,1.344,5099.1
4,406,999,-36.1,4.963,5228.1
8,220,999,-50.0,1.614,5099.1
4,97,999,-31.4,0.851,5076.2
2,133,999,-41.8,4.865,5228.1
3,203,999,-42.7,4.962,5228.1
6,28,999,-42.0,4.021,5195.8
4,93,999,-36.1,4.9639999999999995,5228.1
3,123,999,-42.7,4.963,5228.1
1,748,999,-46.2,1.291,5099.1
1,256,999,-46.2,1.291,5099.1
3,646,999,-42.7,4.961,5228.1
1,279,999,-36.4,4.86,5191.0
3,169,999,-42.7,4.963,5228.1
4,222,999,-38.3,0.898,4991.6
1,234,999,-46.2,1.291,5099.1
3,657,999,-42.7,4.962,5228.1
1,83,999,-36.4,4.857,5191.0
6,302,999,-42.0,4.0760000000000005,5195.8
4,136,999,-36.1,4.963,5228.1
9,298,999,-47.1,1.41,5099.1
4,198,999,-36.1,4.97,5228.1
2,211,999,-41.8,4.961,5228.1
2,330,999,-41.8,4.961,5228.1
3,153,999,-42.7,4.961,5228.1
1,92,999,-36.4,4.857,5191.0
1,110,999,-46.2,1.266,5099.1
2,441,999,-41.8,4.864,5228.1
3,314,5,-40.3,0.8809999999999999,4991.6
1,84,999,-46.2,1.344,5099.1
3,33,999,-42.7,4.962,5228.1
1,203,999,-46.2,1.344,5099.1
1,415,999,-46.2,1.291,5099.1
1,673,999,-46.2,1.291,5099.1
2,87,999,-41.8,4.864,5228.1
2,122,999,-41.8,4.955,5228.1
4,73,999,-36.1,4.965,5228.1
2,160,999,-41.8,4.961,5228.1
3,24,999,-42.7,4.961,5228.1
1,322,999,-46.2,1.344,5099.1
1,360,999,-36.4,4.859,5191.0
1,574,999,-36.4,4.857,5191.0
6,79,999,-42.0,4.1530000000000005,5195.8
6,186,999,-42.0,4.021,5195.8
2,171,999,-41.8,4.961,5228.1
6,500,999,-42.0,4.0760000000000005,5195.8
1,144,999,-46.2,1.3130000000000002,5099.1
6,125,999,-42.0,4.12,5195.8
1,208,999,-36.4,4.857,5191.0
1,230,999,-46.2,1.266,5099.1
3,304,999,-40.3,0.8959999999999999,4991.6
9,327,999,-47.1,1.435,5099.1
7,305,10,-33.0,0.708,5023.5
4,150,999,-36.1,4.963,5228.1
6,411,999,-30.1,0.7140000000000001,5017.5
1,131,999,-46.2,1.266,5099.1
4,135,999,-36.1,4.965,5228.1
1,144,999,-46.2,1.334,5099.1
1,165,999,-46.2,1.2990000000000002,5099.1
1,284,999,-46.2,1.244,5099.1
4,374,999,-31.4,0.8490000000000001,5076.2
9,179,999,-47.1,1.365,5099.1
6,623,999,-42.0,4.12,5195.8
1,181,999,-46.2,1.3130000000000002,5099.1
2,109,999,-41.8,4.8660000000000005,5228.1
1,139,999,-36.4,4.857,5191.0
9,523,999,-47.1,1.365,5099.1
3,109,999,-42.7,4.962,5228.1
1,58,999,-46.2,1.2990000000000002,5099.1
1,174,999,-36.4,4.8580000000000005,5191.0
3,909,999,-42.7,4.957,5228.1
4,157,999,-31.4,0.883,5076.2
3,577,999,-42.7,4.962,5228.1
1,813,999,-36.4,4.856,5191.0
1,51,999,-36.4,4.856,5191.0
2,64,999,-41.8,4.961,5228.1
4,1505,999,-36.1,4.963,5228.1
4,107,999,-36.1,4.968,5228.1
1,277,999,-36.4,4.855,5191.0
1,39,999,-46.2,1.25,5099.1
6,109,999,-42.0,4.1530000000000005,5195.8
3,144,999,-42.7,4.963,5228.1
3,764,999,-42.7,4.963,5228.1
2,445,999,-41.8,4.961,5228.1
1,9,999,-46.2,1.291,5099.1
9,383,999,-47.1,1.41,5099.1
1,326,999,-36.4,4.859,5191.0
2,370,999,-41.8,4.961,5228.1
4,132,999,-36.1,4.9639999999999995,5228.1
1,150,999,-36.4,4.857,5191.0
1,15,999,-46.2,1.25,5099.1
1,316,999,-46.2,1.334,5099.1
10,188,999,-37.5,0.879,4963.6
4,22,999,-36.1,4.963,5228.1
3,537,999,-42.7,4.962,5228.1
2,92,999,-41.8,4.96,5228.1
1,327,999,-46.2,1.334,5099.1
3,191,999,-42.7,4.963,5228.1
2,132,999,-41.8,4.864,5228.1
6,1435,999,-42.0,4.12,5195.8
2,47,999,-41.8,4.959,5228.1
1,237,999,-36.4,4.8580000000000005,5191.0
6,108,999,-42.0,4.191,5195.8
6,47,999,-42.0,4.0760000000000005,5195.8
2,48,999,-41.8,4.959,5228.1
1,123,999,-36.4,4.8580000000000005,5191.0
1,267,999,-36.4,4.8580000000000005,5191.0
2,70,999,-41.8,4.865,5228.1
1,626,999,-36.4,4.855,5191.0
6,56,999,-42.0,4.12,5195.8
4,302,999,-36.1,4.963,5228.1
6,164,999,-42.0,4.0760000000000005,5195.8
1,393,999,-36.4,4.855,5191.0
3,104,999,-42.7,4.963,5228.1
9,204,999,-47.1,1.365,5099.1
4,70,999,-36.1,4.963,5228.1
2,129,999,-41.8,4.865,5228.1
1,156,999,-46.2,1.281,5099.1
4,99,999,-36.1,4.963,5228.1
1,432,999,-46.2,1.2990000000000002,5099.1
1,546,999,-46.2,1.266,5099.1
1,193,999,-36.4,4.855,5191.0
1,201,999,-46.2,1.327,5099.1
1,106,999,-36.4,4.859,5191.0
2,152,999,-41.8,4.961,5228.1
6,127,6,-50.8,1.04,4963.6
3,268,999,-42.7,4.962,5228.1
1,788,999,-36.4,4.857,5191.0
4,374,16,-38.3,0.904,4991.6
1,311,999,-36.4,4.856,5191.0
8,144,999,-50.0,1.556,5099.1
6,73,999,-42.0,4.1530000000000005,5195.8
3,110,999,-42.7,4.962,5228.1
1,227,999,-36.4,4.859,5191.0
1,192,999,-40.0,0.677,5008.7
1,124,999,-36.4,4.856,5191.0
10,733,3,-29.8,0.809,5017.5
4,73,999,-36.1,4.968,5228.1
3,232,999,-42.7,4.961,5228.1
1,235,999,-46.2,1.327,5099.1
3,254,999,-42.7,4.962,5228.1
2,878,999,-41.8,4.959,5228.1
1,226,999,-46.2,1.266,5099.1
6,87,999,-42.0,4.1530000000000005,5195.8
4,711,999,-31.4,0.861,5076.2
4,49,999,-36.1,4.9639999999999995,5228.1
6,245,999,-42.0,4.0760000000000005,5195.8
1,8,999,-46.2,1.266,5099.1
2,140,999,-41.8,4.865,5228.1
6,244,999,-50.8,1.041,4963.6
5,237,999,-26.9,0.754,5017.5
3,14,999,-40.3,0.81,4991.6
3,150,999,-42.7,4.963,5228.1
3,63,999,-42.7,4.962,5228.1
6,199,999,-42.0,4.0760000000000005,5195.8
2,237,999,-41.8,4.864,5228.1
1,740,3,-40.0,0.685,5008.7
4,446,999,-36.1,4.968,5228.1
3,248,999,-42.7,4.963,5228.1
9,721,999,-47.1,1.453,5099.1
9,109,999,-47.1,1.435,5099.1
3,200,999,-42.7,4.96,5228.1
1,196,999,-46.2,1.266,5099.1
6,104,999,-42.0,4.191,5195.8
3,1060,999,-42.7,4.963,5228.1
4,187,999,-31.4,0.8340000000000001,5076.2
1,129,999,-46.2,1.3130000000000002,5099.1
1,1297,999,-46.2,1.327,5099.1
1,262,999,-36.4,4.857,5191.0
2,59,999,-41.8,4.961,5228.1
3,261,6,-40.3,0.846,4991.6
2,173,999,-41.8,4.961,5228.1
1,593,999,-36.4,4.857,5191.0
1,56,999,-46.2,1.3130000000000002,5099.1
3,114,999,-42.7,4.962,5228.1
4,690,999,-36.1,4.965,5228.1
1,106,999,-46.2,1.291,5099.1
2,264,999,-41.8,4.961,5228.1
4,315,999,-31.4,0.843,5076.2
3,480,999,-42.7,4.962,5228.1
3,51,999,-42.7,4.966,5228.1
1,162,999,-46.2,1.25,5099.1
4,140,999,-36.1,4.968,5228.1
3,901,999,-42.7,4.962,5228.1
4,208,999,-36.1,4.9639999999999995,5228.1
1,169,999,-46.2,1.25,5099.1
2,112,999,-41.8,4.864,5228.1
9,775,999,-47.1,1.405,5099.1
4,148,999,-36.1,4.9639999999999995,5228.1
1,322,999,-36.4,4.855,5191.0
4,102,999,-36.1,4.966,5228.1
1,157,999,-36.4,4.857,5191.0
3,154,999,-42.7,4.963,5228.1
1,242,999,-36.4,4.855,5191.0
2,52,999,-41.8,4.864,5228.1
3,257,999,-42.7,4.958,5228.1
1,258,999,-36.4,4.8580000000000005,5191.0
4,22,999,-36.1,4.9639999999999995,5228.1
2,87,999,-41.8,4.961,5228.1
1,114,999,-36.4,4.857,5191.0
2,124,999,-41.8,4.8660000000000005,5228.1
1,218,999,-36.4,4.859,5191.0
6,46,999,-30.1,0.722,5017.5
3,182,999,-42.7,4.961,5228.1
6,137,999,-42.0,4.12,5195.8
2,284,999,-41.8,4.864,5228.1
1,135,3,-40.0,0.6970000000000001,5008.7
1,81,999,-36.4,4.856,5191.0
5,113,999,-26.9,0.741,5017.5
3,283,999,-42.7,4.962,5228.1
4,50,999,-36.1,4.967,5228.1
1,109,999,-46.2,1.244,5099.1
1,232,999,-40.0,0.672,5008.7
3,520,999,-42.7,4.963,5228.1
3,194,999,-42.7,4.962,5228.1
9,63,999,-47.1,1.41,5099.1
6,710,999,-42.0,4.021,5195.8
3,403,999,-42.7,4.961,5228.1
6,79,999,-42.0,4.191,5195.8
4,212,999,-36.1,4.965,5228.1
3,128,999,-42.7,4.961,5228.1
1,293,999,-46.2,1.327,5099.1
4,24,999,-36.1,4.962,5228.1
1,476,999,-36.4,4.859,5191.0
1,26,999,-36.4,4.855,5191.0
1,557,999,-36.4,4.857,5191.0
9,201,999,-47.1,1.41,5099.1
1,23,999,-36.4,4.857,5191.0
7,449,999,-33.0,0.7070000000000001,5023.5
6,160,999,-42.0,4.12,5195.8
2,76,999,-41.8,4.961,5228.1
4,111,999,-31.4,0.883,5076.2
3,448,999,-42.7,4.963,5228.1
3,188,999,-42.7,4.962,5228.1
1,893,999,-36.4,4.857,5191.0
1,289,999,-46.2,1.291,5099.1
9,105,999,-47.1,1.405,5099.1
9,106,999,-47.1,1.405,5099.1
4,82,999,-36.1,4.9639999999999995,5228.1
2,319,999,-41.8,4.959,5228.1
9,188,999,-47.1,1.405,5099.1
3,77,999,-42.7,4.968,5228.1
1,313,999,-36.4,4.859,5191.0
3,81,999,-42.7,4.962,5228.1
5,122,999,-26.9,0.742,5017.5
10,587,999,-29.8,0.797,5017.5
3,255,999,-42.7,4.96,5228.1
1,218,999,-36.4,4.859,5191.0
3,149,999,-42.7,4.96,5228.1
2,31,999,-41.8,4.864,5228.1
1,105,999,-36.4,4.855,5191.0
1,344,999,-46.2,1.266,5099.1
3,340,999,-42.7,4.96,5228.1
1,7,999,-36.4,4.857,5191.0
1,187,999,-46.2,1.2990000000000002,5099.1
1,256,999,-46.2,1.2990000000000002,5099.1
1,844,999,-36.4,4.859,5191.0
6,49,999,-42.0,4.191,5195.8
1,129,999,-46.2,1.3130000000000002,5099.1
2,67,999,-41.8,4.864,5228.1
2,133,999,-41.8,4.967,5228.1
4,438,999,-36.1,4.963,5228.1
4,113,999,-31.4,0.879,5076.2
1,108,999,-36.4,4.857,5191.0
1,347,999,-46.2,1.2990000000000002,5099.1
2,77,999,-40.8,1.268,5076.2
6,854,999,-42.0,4.12,5195.8
4,187,6,-38.3,0.899,4991.6
1,182,999,-36.4,4.855,5191.0
1,115,999,-46.2,1.266,5099.1
1,136,999,-36.4,4.86,5191.0
1,1602,999,-46.2,1.354,5099.1
1,239,999,-36.4,4.859,5191.0
4,42,999,-36.1,4.965,5228.1
6,147,999,-42.0,4.12,5195.8
4,179,999,-31.4,0.884,5076.2
2,9,999,-41.8,4.959,5228.1
2,332,999,-41.8,4.864,5228.1
4,206,999,-36.1,4.9639999999999995,5228.1
9,83,999,-47.1,1.405,5099.1
3,90,999,-42.7,4.963,5228.1
1,123,999,-46.2,1.327,5099.1
1,201,999,-46.2,1.327,5099.1
1,396,999,-36.4,4.8580000000000005,5191.0
9,370,999,-47.1,1.365,5099.1
4,130,999,-36.1,4.965,5228.1
3,212,999,-42.7,4.96,5228.1
2,605,999,-41.8,4.865,5228.1
3,634,999,-42.7,4.962,5228.1
4,164,999,-36.1,4.9639999999999995,5228.1
9,835,999,-34.6,0.659,5008.7
1,163,999,-36.4,4.856,5191.0
8,364,999,-34.8,0.654,5008.7
1,149,999,-46.2,1.266,5099.1
4,1080,999,-36.1,4.965,5228.1
1,204,999,-36.4,4.857,5191.0
4,367,999,-36.1,4.963,5228.1
3,342,999,-42.7,4.957,5228.1
4,409,999,-36.1,4.968,5228.1
3,53,999,-42.7,4.96,5228.1
3,79,999,-42.7,4.958,5228.1
3,190,999,-42.7,4.963,5228.1
8,87,3,-34.8,0.653,5008.7
6,239,999,-42.0,4.021,5195.8
1,168,999,-46.2,1.2990000000000002,5099.1
1,73,999,-36.4,4.855,5191.0
3,192,999,-42.7,4.963,5228.1
3,132,999,-33.6,0.9079999999999999,5076.2
9,277,999,-47.1,1.405,5099.1
3,71,999,-42.7,4.962,5228.1
9,179,999,-47.1,1.405,5099.1
1,164,999,-36.4,4.857,5191.0
6,149,999,-42.0,4.191,5195.8
1,22,999,-36.4,4.857,5191.0
1,253,999,-46.2,1.327,5099.1
6,271,999,-42.0,4.1530000000000005,5195.8
3,96,999,-42.7,4.962,5228.1
3,350,999,-40.3,0.885,4991.6
4,121,999,-36.1,4.966,5228.1
1,159,999,-46.2,1.344,5099.1
3,129,999,-42.7,4.963,5228.1
1,66,999,-36.4,4.857,5191.0
2,256,999,-41.8,4.961,5228.1
1,324,999,-36.4,4.857,5191.0
6,51,999,-42.0,4.245,5195.8
4,157,999,-36.1,4.9639999999999995,5228.1
4,115,999,-36.1,4.9639999999999995,5228.1
3,273,999,-42.7,4.962,5228.1
10,85,999,-29.8,0.741,5017.5
1,142,999,-36.4,4.86,5191.0
2,524,999,-41.8,4.959,5228.1
1,97,999,-36.4,4.859,5191.0
5,91,999,-26.9,0.752,5017.5
3,259,999,-42.7,4.963,5228.1
4,182,999,-36.1,4.965,5228.1
4,43,999,-36.1,4.965,5228.1
6,94,999,-42.0,4.021,5195.8
1,207,999,-36.4,4.8580000000000005,5191.0
8,607,999,-34.8,0.653,5008.7
1,121,999,-46.2,1.3130000000000002,5099.1
1,55,999,-36.4,4.857,5191.0
3,119,999,-42.7,4.961,5228.1
1,399,999,-36.4,4.86,5191.0
6,173,999,-42.0,4.1530000000000005,5195.8
1,267,999,-46.2,1.244,5099.1
1,241,999,-36.4,4.855,5191.0
5,171,999,-40.4,4.827,5195.8
2,559,999,-41.8,4.96,5228.1
1,151,999,-36.4,4.857,5191.0
1,94,999,-36.4,4.8580000000000005,5191.0
3,173,999,-42.7,4.963,5228.1
3,49,999,-42.7,4.961,5228.1
3,114,999,-42.7,4.962,5228.1
1,114,999,-46.2,1.27,5099.1
4,298,999,-38.3,0.8859999999999999,4991.6
2,13,999,-41.8,4.967,5228.1
9,281,999,-47.1,1.365,5099.1
9,292,999,-47.1,1.405,5099.1
6,127,999,-42.0,4.021,5195.8
2,500,999,-41.8,4.96,5228.1
8,103,999,-50.0,1.663,5099.1
3,109,999,-42.7,4.966,5228.1
4,106,999,-36.1,4.968,5228.1
2,65,999,-41.8,4.8660000000000005,5228.1
1,77,999,-46.2,1.354,5099.1
1,689,999,-36.4,4.86,5191.0
1,24,999,-36.4,4.856,5191.0
9,90,999,-47.1,1.483,5099.1
2,271,999,-41.8,4.955,5228.1
1,190,999,-36.4,4.86,5191.0
2,302,999,-40.8,1.268,5076.2
3,44,999,-42.7,4.961,5228.1
2,363,999,-41.8,4.958,5228.1
9,580,999,-47.1,1.41,5099.1
1,63,999,-36.4,4.855,5191.0
3,229,999,-42.7,4.962,5228.1
1,71,999,-36.4,4.857,5191.0
4,164,999,-36.1,4.963,5228.1
1,435,2,-46.2,1.244,5099.1
2,163,999,-41.8,4.962,5228.1
9,262,999,-47.1,1.423,5099.1
6,176,999,-42.0,4.021,5195.8
4,307,999,-31.4,0.8590000000000001,5076.2
5,554,999,-49.5,1.0290000000000001,4963.6
2,992,999,-41.8,4.958,5228.1
1,130,999,-46.2,1.334,5099.1
9,92,999,-47.1,1.405,5099.1
2,403,999,-41.8,4.865,5228.1
4,139,999,-31.4,0.821,5076.2
6,199,999,-42.0,4.0760000000000005,5195.8
2,151,999,-41.8,4.961,5228.1
1,389,999,-46.2,1.334,5099.1
2,264,999,-41.8,4.959,5228.1
1,114,999,-36.4,4.856,5191.0
1,129,999,-46.2,1.334,5099.1
1,273,999,-46.2,1.334,5099.1
9,121,999,-47.1,1.479,5099.1
1,267,999,-46.2,1.244,5099.1
6,449,999,-42.0,4.663,5195.8
4,112,999,-36.1,4.9639999999999995,5228.1
3,116,999,-42.7,4.957,5228.1
4,25,999,-36.1,4.9639999999999995,5228.1
6,157,999,-42.0,4.0760000000000005,5195.8
1,157,999,-36.4,4.856,5191.0
1,24,999,-46.2,1.281,5099.1
4,57,999,-36.1,4.965,5228.1
2,241,999,-41.8,4.959,5228.1
9,24,999,-47.1,1.405,5099.1
3,379,999,-42.7,4.957,5228.1
4,123,999,-36.1,4.965,5228.1
2,399,999,-41.8,4.967,5228.1
1,221,999,-36.4,4.8580000000000005,5191.0
1,864,999,-36.4,4.864,5191.0
1,541,999,-46.2,1.291,5099.1
6,52,999,-42.0,4.12,5195.8
9,99,999,-47.1,1.365,5099.1
7,1141,999,-33.0,0.706,5023.5
1,703,999,-36.4,4.857,5191.0
1,49,999,-46.2,1.2990000000000002,5099.1
2,447,999,-41.8,4.961,5228.1
3,155,999,-42.7,4.968,5228.1
3,155,999,-42.7,4.963,5228.1
3,79,999,-42.7,4.968,5228.1
6,1816,999,-42.0,4.0760000000000005,5195.8
3,245,999,-42.7,4.96,5228.1
2,30,999,-41.8,4.962,5228.1
6,1015,999,-42.0,4.12,5195.8
3,43,999,-42.7,4.961,5228.1
6,340,999,-42.0,4.0760000000000005,5195.8
4,220,999,-36.1,4.965,5228.1
9,185,999,-47.1,1.405,5099.1
1,491,999,-36.4,4.855,5191.0
3,498,999,-42.7,4.962,5228.1
10,657,999,-29.8,0.768,5017.5
1,390,999,-36.4,4.857,5191.0
2,936,999,-41.8,4.864,5228.1
6,686,999,-42.0,4.12,5195.8
3,246,999,-42.7,4.961,5228.1
4,179,999,-36.1,4.965,5228.1
6,198,999,-42.0,4.191,5195.8
8,136,999,-50.0,1.52,5099.1
1,108,999,-36.4,4.856,5191.0
3,924,999,-42.7,4.961,5228.1
1,365,999,-46.2,1.264,5099.1
2,98,999,-41.8,4.961,5228.1
2,303,999,-41.8,4.865,5228.1
2,73,999,-41.8,4.961,5228.1
4,597,999,-36.1,4.97,5228.1
9,498,999,-47.1,1.4980000000000002,5099.1
3,243,999,-42.7,4.962,5228.1
1,195,999,-36.4,4.856,5191.0
1,119,999,-46.2,1.266,5099.1
2,61,999,-41.8,4.864,5228.1
1,297,999,-36.4,4.8580000000000005,5191.0
1,530,999,-36.4,4.855,5191.0
1,179,999,-46.2,1.291,5099.1
3,534,999,-42.7,4.958,5228.1
7,696,999,-33.0,0.718,5023.5
8,261,999,-50.0,1.6869999999999998,5099.1
1,1321,999,-36.4,4.859,5191.0
6,399,999,-42.0,4.0760000000000005,5195.8
4,126,999,-31.4,0.883,5076.2
9,117,999,-34.6,0.645,5008.7
4,84,999,-36.1,4.966,5228.1
1,37,999,-36.4,4.859,5191.0
6,483,6,-50.8,1.031,4963.6
6,154,999,-42.0,4.12,5195.8
2,226,6,-39.8,0.7040000000000001,4991.6
2,81,999,-41.8,4.864,5228.1
9,72,999,-47.1,1.405,5099.1
6,70,999,-42.0,4.12,5195.8
1,264,999,-36.4,4.864,5191.0
4,113,999,-36.1,4.965,5228.1
1,339,999,-36.4,4.864,5191.0
1,297,999,-46.2,1.3130000000000002,5099.1
1,54,999,-46.2,1.281,5099.1
2,122,999,-41.8,4.967,5228.1
4,231,999,-36.1,4.963,5228.1
9,179,999,-47.1,1.405,5099.1
1,203,999,-36.4,4.856,5191.0
9,177,999,-47.1,1.365,5099.1
4,204,999,-36.1,4.968,5228.1
4,384,4,-31.4,0.8809999999999999,5076.2
1,159,999,-36.4,4.856,5191.0
3,212,999,-42.7,4.96,5228.1
3,262,999,-42.7,4.962,5228.1
2,199,999,-41.8,4.864,5228.1
1,601,999,-36.4,4.859,5191.0
2,140,999,-41.8,4.864,5228.1
1,253,999,-36.4,4.856,5191.0
6,89,999,-42.0,4.1530000000000005,5195.8
9,87,999,-47.1,1.405,5099.1
3,114,999,-42.7,4.961,5228.1
6,88,999,-42.0,4.021,5195.8
6,59,999,-42.0,4.191,5195.8
3,153,999,-42.7,4.957,5228.1
3,226,999,-33.6,1.072,5076.2
9,126,999,-47.1,1.365,5099.1
9,147,999,-47.1,1.405,5099.1
2,153,999,-41.8,4.958,5228.1
3,146,999,-42.7,4.962,5228.1
7,1002,10,-33.0,0.7170000000000001,5023.5
3,141,999,-42.7,4.962,5228.1
2,256,999,-41.8,4.959,5228.1
6,76,999,-42.0,4.1530000000000005,5195.8
3,246,999,-42.7,4.962,5228.1
1,101,999,-36.4,4.857,5191.0
3,1156,999,-42.7,4.962,5228.1
6,135,999,-42.0,4.021,5195.8
2,436,999,-41.8,4.958,5228.1
1,174,999,-46.2,1.3130000000000002,5099.1
2,178,999,-41.8,4.961,5228.1
1,123,999,-46.2,1.2990000000000002,5099.1
4,76,999,-36.1,4.963,5228.1
5,454,999,-40.4,4.86,5195.8
6,276,999,-42.0,4.1530000000000005,5195.8
1,146,999,-40.0,0.6970000000000001,5008.7
3,195,999,-42.7,4.963,5228.1
5,476,2,-26.9,0.73,5017.5
3,71,999,-42.7,4.962,5228.1
1,234,999,-36.4,4.857,5191.0
1,55,999,-36.4,4.8580000000000005,5191.0
6,69,999,-42.0,4.021,5195.8
1,466,999,-36.4,4.857,5191.0
4,315,999,-36.1,4.97,5228.1
1,166,999,-36.4,4.859,5191.0
2,298,999,-41.8,4.864,5228.1
1,591,999,-36.4,4.856,5191.0
1,152,999,-36.4,4.857,5191.0
9,223,999,-47.1,1.405,5099.1
3,137,999,-42.7,4.961,5228.1
3,285,999,-42.7,4.961,5228.1
6,124,999,-30.1,0.7140000000000001,5017.5
6,130,999,-42.0,4.12,5195.8
1,67,999,-36.4,4.8580000000000005,5191.0
3,33,999,-42.7,4.957,5228.1
3,46,999,-42.7,4.958,5228.1
1,410,999,-36.4,4.857,5191.0
1,149,999,-36.4,4.856,5191.0
4,448,999,-36.1,4.966,5228.1
6,90,999,-42.0,4.0760000000000005,5195.8
1,178,999,-46.2,1.25,5099.1
